
====================================================================================================
PROFILE SUMMARY
====================================================================================================
Fri Feb 27 19:10:04 2026    /home/ryan/Documents/2026-Rebuild/src/teleop.prof

         159180 function calls (159115 primitive calls) in 6.931 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
                                                                                                                    4/0    0.000    0.000  {built-in method wpilib._wpilib.setRobotPose}
                                                                                                                   16/6    0.002    0.019  {built-in method wpilib._wpilib.updateValues}
                                                                                                                      7    0.001    0.011  {built-in method wpilib.interfaces._interfaces.getRawAxis}
                                                                                                                    1/0    0.000    0.000  {built-in method wpilib.interfaces._interfaces.getRawButton}
                                                                                                                      1    0.000    0.002  {built-in method wpimath._controls._controls.controller.calculate}
                                                                                                                    1/0    0.000    0.000  {built-in method wpimath.geometry._geometry.degrees}
                                                                                                                      0    0.000    0.000  {built-in method wpimath.geometry._geometry.rotation}
                                                                                                                      1    0.000    0.002  {built-in method wpimath.geometry._geometry.translation}
                                                                                                                   10/0    0.001    0.000  {method 'readlines' of '_io._IOBase' objects}
                                                                                                                      1    0.000    0.001  {method 'recvfrom' of '_socket.socket' objects}
                                                                                                                      6    0.000    0.012  {method 'write' of '_io.TextIOWrapper' objects}
/home/lvuser/py/components/odometry.py:54(_process_latest_result)                                            <-    33/0    0.000    0.000  /home/lvuser/py/components/odometry.py:39(execute)
                                                                                                                    3/1    0.000    0.000  /home/lvuser/py/components/odometry.py:54(_process_latest_result)
                                                                                                                      1    0.000    0.000  /home/lvuser/py/lemonlib/smart/preference.py:61(__get__)
                                                                                                                    2/1    0.000    0.000  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:66(addEpoch)
                                                                                                                      1    0.000    0.000  {built-in method ntcore._ntcore.readQueue}
                                                                                                                      1    0.000    0.000  {built-in method wpilib._wpilib.getFPGATime}
/usr/local/lib/python3.14/site-packages/photonlibpy/photonCamera.py:127(getAllUnreadResults)                 <-    39/0    0.006    0.000  /home/lvuser/py/components/odometry.py:54(_process_latest_result)
/usr/local/lib/python3.14/site-packages/photonlibpy/photonCamera.py:288(_versionCheck)                       <-    41/0    0.001    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/photonCamera.py:127(getAllUnreadResults)
/usr/local/lib/python3.14/site-packages/wpilib/_impl/report_error.py:11(reportErrorInternal)                 <-     1/0    0.000    0.000  /usr/local/lib/python3.14/site-packages/wpilib/_impl/report_error.py:72(reportError)
                                                                                                                    1/0    0.000    0.000  /usr/local/lib/python3.14/site-packages/wpilib/_impl/report_error.py:83(reportWarning)
/usr/local/lib/python3.14/site-packages/wpilib/_impl/report_error.py:72(reportError)                         <-     1/0    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/photonCamera.py:288(_versionCheck)
/home/lvuser/py/components/swerve_drive.py:464(execute)                                                      <-       0    0.000    0.000  /home/lvuser/py/components/odometry.py:39(execute)
                                                                                                                   11/4    0.003    0.032  /home/lvuser/py/lemonlib/lemonbot/lemon_robot.py:73(_enabled_periodic)
                                                                                                                      4    0.000    0.044  /home/lvuser/py/robot.py:267(teleopPeriodic)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/photonlibpy/photonCamera.py:127(getAllUnreadResults)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/robotpy_ext/misc/simple_watchdog.py:66(addEpoch)
                                                                                                                      0    0.000    0.000  {built-in method wpilib._wpilib.getFPGATime}
                                                                                                                      0    0.000    0.000  {built-in method wpilib._wpilib.setRobotPose}
/usr/local/lib/python3.14/inspect.py:1567(getframeinfo)                                                      <-    10/5    0.026    0.111  /usr/local/lib/python3.14/inspect.py:949(findsource)
                                                                                                                     12    0.003    0.060  /usr/local/lib/python3.14/inspect.py:1567(getframeinfo)
                                                                                                                    9/1    0.002    0.131  /usr/local/lib/python3.14/inspect.py:1628(getouterframes)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/linecache.py:76(checkcache)
                                                                                                                      0    0.000    0.000  /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:78(_update_from_native)
/usr/local/lib/python3.14/inspect.py:897(getmodule)                                                          <-     3/2    0.038    0.079  /usr/local/lib/python3.14/inspect.py:857(getsourcefile)
